,id,submitDate,flag,Xnum_1,Xnum_2,Xnum_3,Xnum_4,Xnum_5,Xcat_1
901,00902,2025-01-01 00:00:00+00:00,0.0,302.7831338694804,1.0,1.0,0.0,-999.0,yes
902,00903,2025-01-01 00:00:00+00:00,1.0,261.5945539644885,2.0,0.0,0.0,-999.0,yes
903,00904,2025-01-01 00:00:00+00:00,0.0,266.35739654516743,1.0,1.0,0.0,5.0,no
904,00905,2025-01-01 00:00:00+00:00,0.0,338.6941477799244,1.0,1.0,180.0,-999.0,yes
905,00906,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,-999.0,no
906,00907,2025-01-01 00:00:00+00:00,0.0,308.75166140664624,3.0,0.0833333333333333,3340.0,7.0,no
907,00908,2025-01-01 00:00:00+00:00,0.0,363.1740885648332,1.0,1.0,-99.0,,yes
908,00909,2025-01-01 00:00:00+00:00,0.0,314.9974982897927,1.0,1.0,0.0,0.0,yes
909,00910,2025-02-01 00:00:00+00:00,0.0,316.3882762199903,1.0,1.0,0.0,3.0,no
910,00911,2025-02-01 00:00:00+00:00,0.0,332.21944298889,1.0,1.0,-99.0,0.0,yes
911,00912,2025-01-01 00:00:00+00:00,0.0,282.31642039323583,1.0,0.9166666666666666,891.0,4.0,yes
912,00913,2025-01-01 00:00:00+00:00,0.0,278.76698461980754,1.0,0.9166666666666666,0.0,-999.0,yes
913,00914,2025-01-01 00:00:00+00:00,0.0,273.20144220798977,1.0,0.8333333333333334,2390.0,3.0,yes
914,00915,2025-01-01 00:00:00+00:00,0.0,307.2239366742553,3.0,0.1666666666666666,-99.0,2.0,yes
915,00916,2025-01-01 00:00:00+00:00,0.0,345.78184309041217,4.0,1.0,0.0,7.0,yes
916,00917,2025-01-01 00:00:00+00:00,1.0,289.1702682881349,1.0,1.0,-99.0,-999.0,yes
917,00918,2025-01-01 00:00:00+00:00,0.0,293.22560051310285,2.0,0.5833333333333334,83.0,,yes
918,00919,2025-02-01 00:00:00+00:00,0.0,305.93617477725127,1.0,-99.0,1293.0,,yes
919,00920,2025-02-01 00:00:00+00:00,0.0,322.46480103892685,1.0,1.0,180.0,1.0,yes
920,00921,2025-02-01 00:00:00+00:00,0.0,333.47681778424567,1.0,0.5,17.0,0.0,yes
921,00922,2025-02-01 00:00:00+00:00,0.0,278.0993926466128,3.0,1.0,0.0,,yes
922,00923,2025-02-01 00:00:00+00:00,0.0,307.82870182967343,1.0,0.5,75.0,,yes
923,00924,2025-01-01 00:00:00+00:00,1.0,281.0388476402347,1.0,0.4444444444444444,0.0,,no
924,00925,2025-01-01 00:00:00+00:00,0.0,331.8840992765362,1.0,0.0,0.0,0.0,yes
925,00926,2025-01-01 00:00:00+00:00,0.0,277.08214772215985,1.0,0.9166666666666666,1701.0,1.0,yes
926,00927,2025-02-01 00:00:00+00:00,0.0,296.5694099897382,1.0,1.0,0.0,1.0,yes
927,00928,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,181.0,2.0,yes
928,00929,2025-02-01 00:00:00+00:00,0.0,339.0829752159788,1.0,0.5,1572.0,0.0,checking
929,00930,2025-01-01 00:00:00+00:00,0.0,309.3902109116218,1.0,1.0,175.0,1.0,yes
930,00931,2025-01-01 00:00:00+00:00,0.0,291.1792974900362,1.0,1.0,0.0,,yes
931,00932,2025-01-01 00:00:00+00:00,0.0,311.02953794986195,1.0,0.1666666666666666,-99.0,0.0,yes
932,00933,2025-01-01 00:00:00+00:00,0.0,296.3277834773613,2.0,1.0,183.0,,yes
933,00934,2025-01-01 00:00:00+00:00,0.0,347.3739125767602,1.0,0.0833333333333333,76.0,,yes
934,00935,2025-01-01 00:00:00+00:00,0.0,310.5626888027781,1.0,1.0,0.0,4.0,yes
935,00936,2025-01-01 00:00:00+00:00,0.0,288.74152153480827,1.0,1.0,0.0,0.0,yes
936,00937,2025-01-01 00:00:00+00:00,1.0,276.5261825713423,1.0,0.8333333333333334,13.0,-999.0,yes
937,00938,2025-01-01 00:00:00+00:00,0.0,305.6594354483276,2.0,1.0,-99.0,-999.0,yes
938,00939,2025-01-01 00:00:00+00:00,0.0,271.0383614831407,3.0,1.0,0.0,,yes
939,00940,2025-01-01 00:00:00+00:00,1.0,282.81653782317005,1.0,0.25,12.0,1.0,no
940,00941,2025-02-01 00:00:00+00:00,0.0,321.4499495119935,2.0,0.9166666666666666,0.0,3.0,yes
941,00942,2025-01-01 00:00:00+00:00,0.0,319.9766646164813,0.0,0.4166666666666667,1.0,0.0,no
942,00943,2025-01-01 00:00:00+00:00,0.0,351.1176310477575,1.0,1.0,0.0,0.0,checking
943,00944,2025-02-01 00:00:00+00:00,0.0,275.6564818955321,1.0,0.0,0.0,4.0,no
944,00945,2025-01-01 00:00:00+00:00,0.0,353.77261727635977,1.0,0.25,36.0,-999.0,yes
945,00946,2025-01-01 00:00:00+00:00,1.0,-99.0,-99.0,1.0,0.0,-999.0,yes
946,00947,2025-01-01 00:00:00+00:00,1.0,284.5520161272456,2.0,1.0,1315.0,,yes
947,00948,2025-01-01 00:00:00+00:00,0.0,314.10467851670643,0.0,0.6666666666666666,0.0,,yes
948,00949,2025-01-01 00:00:00+00:00,1.0,286.1606963870413,1.0,0.5,158.0,-999.0,no
949,00950,2025-01-01 00:00:00+00:00,0.0,287.64794393740766,1.0,0.5,78.0,-999.0,yes
950,00951,2025-01-01 00:00:00+00:00,0.0,332.15603527353534,1.0,1.0,180.0,,yes
951,00952,2025-01-01 00:00:00+00:00,0.0,333.17837742777715,2.0,0.0,-99.0,1.0,yes
952,00953,2025-02-01 00:00:00+00:00,0.0,276.68157199486075,2.0,0.0,1463.0,1.0,yes
953,00954,2025-01-01 00:00:00+00:00,0.0,325.3180161306743,1.0,1.0,0.0,1.0,yes
954,00955,2025-01-01 00:00:00+00:00,0.0,347.1457011064392,1.0,1.0,-99.0,1.0,yes
955,00956,2025-01-01 00:00:00+00:00,0.0,270.5999577238502,1.0,0.9166666666666666,7.0,,yes
956,00957,2025-02-01 00:00:00+00:00,0.0,281.62639852246474,3.0,0.9166666666666666,180.0,,yes
957,00958,2025-01-01 00:00:00+00:00,0.0,306.84113836600966,1.0,0.0,1377.0,,yes
958,00959,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,0.3333333333333333,191.0,,yes
959,00960,2025-01-01 00:00:00+00:00,0.0,363.2924797442059,1.0,1.0,0.0,,no
960,00961,2025-02-01 00:00:00+00:00,0.0,283.98104637399894,1.0,1.0,0.0,,no
961,00962,2025-02-01 00:00:00+00:00,0.0,333.974697665185,1.0,1.0,0.0,-999.0,yes
962,00963,2025-02-01 00:00:00+00:00,0.0,293.0645535348598,1.0,0.0,173.0,11.0,yes
963,00964,2025-01-01 00:00:00+00:00,1.0,281.2328939086321,1.0,0.4166666666666667,1108.0,0.0,yes
964,00965,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,0.9166666666666666,0.0,,yes
965,00966,2025-02-01 00:00:00+00:00,0.0,322.3250033115173,1.0,0.5,1234.0,,yes
966,00967,2025-01-01 00:00:00+00:00,0.0,281.058083977191,1.0,0.6666666666666666,-99.0,-999.0,yes
967,00968,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,0.25,385.0,2.0,yes
968,00969,2025-01-01 00:00:00+00:00,0.0,344.7862317189869,1.0,0.0,0.0,,yes
969,00970,2025-01-01 00:00:00+00:00,1.0,-99.0,-99.0,0.5833333333333334,22.0,,yes
970,00971,2025-01-01 00:00:00+00:00,0.0,294.61247997067807,1.0,0.9166666666666666,3611.0,1.0,yes
971,00972,2025-01-01 00:00:00+00:00,0.0,287.3744673215875,1.0,0.1666666666666666,1094.0,0.0,yes
972,00973,2025-01-01 00:00:00+00:00,0.0,289.32637525814573,1.0,0.1666666666666666,2190.0,2.0,yes
973,00974,2025-02-01 00:00:00+00:00,0.0,299.6389934484308,2.0,0.1666666666666666,1282.0,,yes
974,00975,2025-02-01 00:00:00+00:00,0.0,278.0013020756792,1.0,0.3333333333333333,-99.0,,yes
975,00976,2025-02-01 00:00:00+00:00,0.0,273.991080790271,1.0,1.0,1578.0,-999.0,checking
976,00977,2025-01-01 00:00:00+00:00,0.0,288.4170206085149,1.0,0.5833333333333334,5548.0,-999.0,yes
977,00978,2025-02-01 00:00:00+00:00,0.0,227.15088735636056,1.0,0.9166666666666666,0.0,-999.0,yes
978,00979,2025-01-01 00:00:00+00:00,1.0,291.9168406489089,0.0,1.0,300.0,3.0,yes
979,00980,2025-01-01 00:00:00+00:00,0.0,330.27290636005364,1.0,1.0,0.0,,no
980,00981,2025-01-01 00:00:00+00:00,1.0,242.07160314759247,3.0,0.75,1006.0,-999.0,yes
981,00982,2025-01-01 00:00:00+00:00,0.0,307.8111453077951,1.0,0.5,171.0,-999.0,yes
982,00983,2025-01-01 00:00:00+00:00,0.0,283.91284813057786,2.0,0.6666666666666666,0.0,,yes
983,00984,2025-02-01 00:00:00+00:00,0.0,296.1752503521446,1.0,0.0,-99.0,0.0,yes
984,00985,2025-01-01 00:00:00+00:00,0.0,290.9498321589466,2.0,0.5833333333333334,-99.0,-999.0,yes
985,00986,2025-01-01 00:00:00+00:00,0.0,288.5675071369454,1.0,1.0,0.0,0.0,yes
986,00987,2025-01-01 00:00:00+00:00,0.0,275.95276027223963,0.0,0.9166666666666666,4728.0,3.0,no
987,00988,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.0833333333333333,0.0,0.0,yes
988,00989,2025-01-01 00:00:00+00:00,0.0,333.18504402546586,1.0,0.0,-99.0,,yes
989,00990,2025-01-01 00:00:00+00:00,0.0,252.4952732895404,1.0,1.0,0.0,1.0,yes
990,00991,2025-01-01 00:00:00+00:00,1.0,300.0,0.0,0.25,550.0,0.0,yes
991,00992,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,1.0,1395.0,2.0,yes
992,00993,2025-02-01 00:00:00+00:00,0.0,303.9925216246861,1.0,0.4166666666666667,14.0,-999.0,yes
993,00994,2025-01-01 00:00:00+00:00,0.0,320.89670947741786,2.0,0.0833333333333333,170.0,1.0,yes
994,00995,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,0.0,551.0,15.0,no
995,00996,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.8333333333333334,242.0,0.0,yes
996,00997,2025-01-01 00:00:00+00:00,0.0,269.77924593853027,2.0,1.0,0.0,-999.0,yes
997,00998,2025-01-01 00:00:00+00:00,0.0,263.31352301345174,1.0,0.8333333333333334,908.0,-999.0,yes
998,00999,2025-01-01 00:00:00+00:00,0.0,292.9408318615544,0.0,1.0,0.0,-999.0,yes
999,01000,2025-02-01 00:00:00+00:00,0.0,280.9092033631269,1.0,0.75,0.0,-999.0,yes
1000,01001,2025-01-01 00:00:00+00:00,0.0,302.37144728244954,1.0,0.75,19.0,1.0,yes
1001,01002,2025-01-01 00:00:00+00:00,0.0,302.87729150839584,1.0,0.0,0.0,3.0,yes
1002,01003,2025-01-01 00:00:00+00:00,0.0,283.7390629004221,1.0,0.3333333333333333,-99.0,3.0,yes
1003,01004,2025-01-01 00:00:00+00:00,0.0,295.0250510554917,1.0,0.0,140.0,1.0,yes
1004,01005,2025-01-01 00:00:00+00:00,0.0,303.1043557964398,2.0,0.6666666666666666,-99.0,2.0,yes
1005,01006,2025-01-01 00:00:00+00:00,0.0,315.18347089850306,1.0,0.9166666666666666,-99.0,-999.0,yes
1006,01007,2025-02-01 00:00:00+00:00,0.0,292.7691734863114,1.0,1.0,0.0,-999.0,no
1007,01008,2025-01-01 00:00:00+00:00,0.0,342.0644887990515,1.0,0.8333333333333334,6.0,,yes
1008,01009,2025-01-01 00:00:00+00:00,0.0,332.75087348638453,1.0,0.5,50.0,-999.0,yes
1009,01010,2025-02-01 00:00:00+00:00,0.0,292.3875882775852,1.0,0.1666666666666666,0.0,-999.0,yes
1010,01011,2025-02-01 00:00:00+00:00,0.0,297.4609677549121,1.0,1.0,5837.0,2.0,yes
1011,01012,2025-02-01 00:00:00+00:00,0.0,271.2740033722404,2.0,0.9166666666666666,963.0,1.0,yes
1012,01013,2025-01-01 00:00:00+00:00,0.0,265.1536978210307,1.0,0.8333333333333334,13.0,3.0,yes
1013,01014,2025-01-01 00:00:00+00:00,0.0,277.1256996650152,1.0,0.8333333333333334,0.0,1.0,yes
1014,01015,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,0.8333333333333334,48.0,,no
1015,01016,2025-01-01 00:00:00+00:00,0.0,306.72894089981673,1.0,0.1666666666666666,-99.0,,no
1016,01017,2025-01-01 00:00:00+00:00,0.0,335.5436955407461,2.0,1.0,976.0,0.0,yes
1017,01018,2025-01-01 00:00:00+00:00,0.0,300.5293490863931,1.0,0.25,3795.0,,yes
1018,01019,2025-02-01 00:00:00+00:00,0.0,286.14114134001983,1.0,1.0,2612.0,,yes
1019,01020,2025-02-01 00:00:00+00:00,0.0,307.08646083720777,1.0,0.0833333333333333,0.0,,yes
1020,01021,2025-02-01 00:00:00+00:00,0.0,293.35210803796235,2.0,1.0,0.0,,yes
1021,01022,2025-02-01 00:00:00+00:00,0.0,-99.0,-99.0,0.25,13.0,,yes
1022,01023,2025-02-01 00:00:00+00:00,0.0,296.8114154483287,1.0,0.5833333333333334,177.0,,yes
1023,01024,2025-01-01 00:00:00+00:00,0.0,276.88641135683326,2.0,0.75,3.0,,yes
1024,01025,2025-02-01 00:00:00+00:00,0.0,-99.0,-99.0,0.4166666666666667,36.0,,no
1025,01026,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,-99.0,4.0,yes
1026,01027,2025-01-01 00:00:00+00:00,0.0,306.49781836922665,1.0,1.0,0.0,,yes
1027,01028,2025-01-01 00:00:00+00:00,0.0,275.2880121375573,3.0,0.6666666666666666,5056.0,0.0,yes
1028,01029,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.0,86.0,5.0,yes
1029,01030,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,0.8333333333333334,128.0,3.0,yes
1030,01031,2025-01-01 00:00:00+00:00,0.0,202.33302081652812,0.0,0.0833333333333333,0.0,-999.0,yes
1031,01032,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.3333333333333333,0.0,-999.0,yes
1032,01033,2025-01-01 00:00:00+00:00,0.0,282.58413760220594,1.0,1.0,242.0,-999.0,yes
1033,01034,2025-01-01 00:00:00+00:00,0.0,302.89357937515365,2.0,0.75,816.0,,yes
1034,01035,2025-01-01 00:00:00+00:00,1.0,267.8795154399976,3.0,1.0,-99.0,-999.0,yes
1035,01036,2025-02-01 00:00:00+00:00,0.0,269.1791330869349,1.0,0.9166666666666666,0.0,-999.0,yes
1036,01037,2025-01-01 00:00:00+00:00,0.0,267.7493953812694,1.0,1.0,0.0,-999.0,yes
1037,01038,2025-01-01 00:00:00+00:00,0.0,323.4488411497268,1.0,0.0833333333333333,1932.0,1.0,yes
1038,01039,2025-01-01 00:00:00+00:00,0.0,328.6816937284244,0.0,0.1666666666666666,0.0,0.0,yes
1039,01040,2025-01-01 00:00:00+00:00,1.0,273.2589166052468,1.0,0.0833333333333333,0.0,,yes
1040,01041,2025-02-01 00:00:00+00:00,0.0,264.0604573723612,2.0,1.0,0.0,-999.0,yes
1041,01042,2025-01-01 00:00:00+00:00,0.0,280.08227006423243,1.0,0.9166666666666666,557.0,,yes
1042,01043,2025-02-01 00:00:00+00:00,0.0,-99.0,-99.0,0.9166666666666666,-99.0,,yes
1043,01044,2025-01-01 00:00:00+00:00,0.0,281.4662579245858,1.0,1.0,0.0,,yes
1044,01045,2025-02-01 00:00:00+00:00,1.0,268.32503233284046,0.0,1.0,0.0,,yes
1045,01046,2025-02-01 00:00:00+00:00,0.0,335.36578071796947,1.0,1.0,0.0,-999.0,yes
1046,01047,2025-01-01 00:00:00+00:00,0.0,269.0272326446531,3.0,0.6666666666666666,-99.0,-999.0,yes
1047,01048,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,0.75,334.0,-999.0,yes
1048,01049,2025-01-01 00:00:00+00:00,0.0,284.0354915815242,1.0,0.0833333333333333,0.0,3.0,yes
1049,01050,2025-02-01 00:00:00+00:00,0.0,276.154951890299,0.0,1.0,0.0,-999.0,yes
1050,01051,2025-01-01 00:00:00+00:00,1.0,299.2367431339068,1.0,0.0,385.0,,no
1051,01052,2025-01-01 00:00:00+00:00,1.0,336.8056653019129,1.0,1.0,0.0,8.0,yes
1052,01053,2025-01-01 00:00:00+00:00,0.0,295.0410942027298,0.0,0.9166666666666666,0.0,2.0,yes
1053,01054,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,1147.0,0.0,no
1054,01055,2025-01-01 00:00:00+00:00,1.0,272.0998150994377,1.0,0.8333333333333334,0.0,,yes
1055,01056,2025-02-01 00:00:00+00:00,1.0,316.8797266021724,0.0,1.0,-99.0,-999.0,yes
1056,01057,2025-01-01 00:00:00+00:00,0.0,275.7118535552326,0.0,0.9166666666666666,6.0,-999.0,no
1057,01058,2025-02-01 00:00:00+00:00,0.0,245.28606159624812,1.0,1.0,5637.0,2.0,yes
1058,01059,2025-01-01 00:00:00+00:00,0.0,294.04241636753125,1.0,1.0,0.0,0.0,yes
1059,01060,2025-01-01 00:00:00+00:00,0.0,308.2958665271647,3.0,1.0,0.0,2.0,yes
1060,01061,2025-01-01 00:00:00+00:00,0.0,307.1552350604308,2.0,0.5833333333333334,53.0,0.0,yes
1061,01062,2025-01-01 00:00:00+00:00,0.0,217.7714549849418,1.0,0.5833333333333334,2950.0,-999.0,yes
1062,01063,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,1239.0,0.0,yes
1063,01064,2025-01-01 00:00:00+00:00,1.0,288.8279625254508,2.0,1.0,0.0,2.0,yes
1064,01065,2025-01-01 00:00:00+00:00,0.0,282.7120040659124,2.0,0.8333333333333334,0.0,2.0,yes
1065,01066,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.0833333333333333,361.0,-999.0,yes
1066,01067,2025-01-01 00:00:00+00:00,0.0,285.7456753628651,1.0,0.75,751.0,0.0,yes
1067,01068,2025-01-01 00:00:00+00:00,0.0,333.6963466434988,1.0,1.0,0.0,2.0,no
1068,01069,2025-01-01 00:00:00+00:00,1.0,292.81128170101897,3.0,1.0,600.0,-999.0,checking
1069,01070,2025-01-01 00:00:00+00:00,0.0,277.4554341870611,1.0,0.9166666666666666,7.0,,yes
1070,01071,2025-01-01 00:00:00+00:00,0.0,283.7759959336407,1.0,1.0,167.0,,yes
1071,01072,2025-01-01 00:00:00+00:00,0.0,338.4744434425362,1.0,0.25,6.0,,yes
1072,01073,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,171.0,,no
1073,01074,2025-01-01 00:00:00+00:00,0.0,350.1857462888682,1.0,0.75,2.0,8.0,yes
1074,01075,2025-02-01 00:00:00+00:00,0.0,292.41766856180124,1.0,0.5,0.0,,yes
1075,01076,2025-01-01 00:00:00+00:00,0.0,297.6799190250055,1.0,0.25,1.0,,yes
1076,01077,2025-01-01 00:00:00+00:00,0.0,284.3194638898663,1.0,0.0,85.0,-999.0,yes
1077,01078,2025-01-01 00:00:00+00:00,0.0,290.07515486657337,1.0,0.9166666666666666,-99.0,-999.0,yes
1078,01079,2025-01-01 00:00:00+00:00,0.0,283.27847732279884,2.0,1.0,230.0,1.0,yes
1079,01080,2025-01-01 00:00:00+00:00,0.0,289.97014640655505,2.0,0.5,90.0,-999.0,yes
1080,01081,2025-01-01 00:00:00+00:00,0.0,305.8646601217524,0.0,0.5,0.0,,yes
1081,01082,2025-01-01 00:00:00+00:00,0.0,290.7706316665505,3.0,1.0,169.0,2.0,yes
1082,01083,2025-01-01 00:00:00+00:00,0.0,306.4655211388648,0.0,1.0,1145.0,1.0,yes
1083,01084,2025-02-01 00:00:00+00:00,0.0,266.003765762309,2.0,0.8333333333333334,0.0,3.0,yes
1084,01085,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,0.3333333333333333,117.0,0.0,yes
1085,01086,2025-01-01 00:00:00+00:00,0.0,298.96357739264903,1.0,0.9166666666666666,1.0,,yes
1086,01087,2025-01-01 00:00:00+00:00,0.0,323.8006287973035,1.0,0.8333333333333334,738.0,1.0,yes
1087,01088,2025-02-01 00:00:00+00:00,0.0,272.19676097775863,1.0,0.75,126.0,3.0,yes
1088,01089,2025-02-01 00:00:00+00:00,0.0,306.5941919059682,1.0,-99.0,228.0,-999.0,yes
1089,01090,2025-01-01 00:00:00+00:00,0.0,318.0261100581208,1.0,0.0,4.0,0.0,yes
1090,01091,2025-01-01 00:00:00+00:00,0.0,334.7022846605471,1.0,1.0,0.0,-999.0,yes
1091,01092,2025-02-01 00:00:00+00:00,0.0,294.84277349907194,1.0,1.0,1758.0,,yes
1092,01093,2025-02-01 00:00:00+00:00,0.0,300.50479115933774,1.0,0.0833333333333333,7.0,,yes
1093,01094,2025-01-01 00:00:00+00:00,0.0,313.16618523222087,1.0,1.0,0.0,,yes
1094,01095,2025-02-01 00:00:00+00:00,1.0,263.76863087247045,1.0,0.6666666666666666,54.0,-999.0,yes
1095,01096,2025-01-01 00:00:00+00:00,1.0,292.2330904454444,1.0,0.5,-99.0,1.0,yes
1096,01097,2025-02-01 00:00:00+00:00,0.0,345.7856396863289,1.0,1.0,0.0,2.0,yes
1097,01098,2025-01-01 00:00:00+00:00,0.0,310.6505099077336,1.0,0.0,3413.0,,no
1098,01099,2025-01-01 00:00:00+00:00,0.0,386.438802622731,1.0,0.0,365.0,3.0,yes
1099,01100,2025-01-01 00:00:00+00:00,0.0,315.7870268031201,1.0,0.9166666666666666,908.0,0.0,yes
1100,01101,2025-01-01 00:00:00+00:00,1.0,300.0,0.0,0.75,-99.0,1.0,yes
1101,01102,2025-01-01 00:00:00+00:00,0.0,345.7542333369932,1.0,0.0,41.0,1.0,yes
1102,01103,2025-01-01 00:00:00+00:00,0.0,274.8320281032616,1.0,0.9166666666666666,163.0,1.0,yes
1103,01104,2025-01-01 00:00:00+00:00,0.0,294.9763135356378,2.0,0.3333333333333333,178.0,,yes
1104,01105,2025-01-01 00:00:00+00:00,0.0,303.4140268737844,2.0,0.25,2989.0,0.0,yes
1105,01106,2025-01-01 00:00:00+00:00,0.0,289.0460329998638,4.0,0.6666666666666666,1184.0,-999.0,yes
1106,01107,2025-01-01 00:00:00+00:00,1.0,299.3223590480199,1.0,0.4166666666666667,1884.0,-999.0,yes
1107,01108,2025-02-01 00:00:00+00:00,0.0,294.06155348993275,1.0,0.9166666666666666,-99.0,,yes
1108,01109,2025-01-01 00:00:00+00:00,0.0,320.63706390996697,3.0,0.5,183.0,1.0,yes
1109,01110,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,0.0833333333333333,566.0,-999.0,yes
1110,01111,2025-01-01 00:00:00+00:00,1.0,309.033056749747,1.0,0.0,-99.0,-999.0,yes
1111,01112,2025-01-01 00:00:00+00:00,0.0,308.0157997928637,1.0,0.8333333333333334,1.0,,yes
1112,01113,2025-01-01 00:00:00+00:00,0.0,324.18712548256,1.0,1.0,0.0,,no
1113,01114,2025-01-01 00:00:00+00:00,0.0,274.9622543531164,1.0,0.5833333333333334,7.0,,yes
1114,01115,2025-02-01 00:00:00+00:00,0.0,288.19410328906383,1.0,0.3333333333333333,5668.0,1.0,yes
1115,01116,2025-01-01 00:00:00+00:00,0.0,273.42427722462816,1.0,1.0,0.0,-999.0,yes
1116,01117,2025-01-01 00:00:00+00:00,0.0,304.3634840209629,1.0,0.0,-99.0,,yes
1117,01118,2025-01-01 00:00:00+00:00,0.0,261.0024768562514,3.0,0.0,-99.0,,yes
1118,01119,2025-01-01 00:00:00+00:00,0.0,335.10011173731874,1.0,1.0,0.0,,yes
1119,01120,2025-02-01 00:00:00+00:00,0.0,263.91107200735183,1.0,0.1666666666666666,779.0,,yes
1120,01121,2025-01-01 00:00:00+00:00,0.0,284.62521119276823,1.0,0.6666666666666666,-99.0,,yes
1121,01122,2025-02-01 00:00:00+00:00,0.0,287.6929613406149,1.0,1.0,293.0,0.0,yes
1122,01123,2025-01-01 00:00:00+00:00,0.0,260.4472643791014,1.0,0.9166666666666666,364.0,6.0,no
1123,01124,2025-01-01 00:00:00+00:00,0.0,312.31943453764984,1.0,0.9166666666666666,0.0,,yes
1124,01125,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.0833333333333333,-99.0,-999.0,yes
1125,01126,2025-01-01 00:00:00+00:00,0.0,276.4074081532844,0.0,0.9166666666666666,0.0,-999.0,yes
1126,01127,2025-02-01 00:00:00+00:00,0.0,308.88404875545774,2.0,0.25,35.0,1.0,yes
1127,01128,2025-02-01 00:00:00+00:00,0.0,311.0993070390081,1.0,0.9166666666666666,10.0,1.0,yes
1128,01129,2025-02-01 00:00:00+00:00,1.0,273.3101443944776,1.0,0.25,89.0,4.0,yes
1129,01130,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.6666666666666666,18.0,1.0,yes
1130,01131,2025-02-01 00:00:00+00:00,0.0,288.1147726644755,2.0,0.6666666666666666,1696.0,-999.0,yes
1131,01132,2025-02-01 00:00:00+00:00,0.0,323.68332702631017,2.0,0.9166666666666666,938.0,-999.0,yes
1132,01133,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.4166666666666667,454.0,2.0,yes
1133,01134,2025-01-01 00:00:00+00:00,0.0,-99.0,-99.0,1.0,0.0,,yes
1134,01135,2025-01-01 00:00:00+00:00,0.0,281.34112258663407,1.0,0.9166666666666666,0.0,-999.0,yes
1135,01136,2025-01-01 00:00:00+00:00,0.0,277.48653329188335,2.0,0.9166666666666666,12.0,1.0,yes
1136,01137,2025-01-01 00:00:00+00:00,0.0,356.8388455239093,2.0,0.0,81.0,-999.0,yes
1137,01138,2025-02-01 00:00:00+00:00,0.0,300.0,0.0,0.4166666666666667,362.0,0.0,yes
1138,01139,2025-01-01 00:00:00+00:00,0.0,315.1077500822427,1.0,0.9166666666666666,0.0,1.0,yes
1139,01140,2025-01-01 00:00:00+00:00,0.0,341.3000555050629,2.0,1.0,0.0,,yes
1140,01141,2025-01-01 00:00:00+00:00,1.0,316.85780797573113,1.0,0.0,2908.0,0.0,no
1141,01142,2025-02-01 00:00:00+00:00,0.0,255.37710136994667,3.0,1.0,1665.0,-999.0,yes
1142,01143,2025-01-01 00:00:00+00:00,0.0,277.345005674743,1.0,0.9166666666666666,68.0,5.0,yes
1143,01144,2025-01-01 00:00:00+00:00,0.0,290.925932904252,1.0,0.25,39.0,0.0,yes
1144,01145,2025-01-01 00:00:00+00:00,0.0,334.34647130414413,1.0,0.0,1558.0,-999.0,yes
1145,01146,2025-01-01 00:00:00+00:00,0.0,289.4466912119552,1.0,1.0,0.0,1.0,yes
1146,01147,2025-02-01 00:00:00+00:00,0.0,286.725666644901,3.0,0.3333333333333333,712.0,-999.0,yes
1147,01148,2025-01-01 00:00:00+00:00,0.0,278.5512678792296,1.0,1.0,3507.0,0.0,yes
1148,01149,2025-01-01 00:00:00+00:00,0.0,299.8814809883256,1.0,1.0,1668.0,2.0,yes
1149,01150,2025-02-01 00:00:00+00:00,0.0,298.12703190574445,1.0,-99.0,781.0,-999.0,yes
1150,01151,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.9,0.0,-999.0,yes
1151,01152,2025-01-01 00:00:00+00:00,0.0,335.37872607345133,1.0,0.0,1403.0,-999.0,yes
1152,01153,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,1.0,0.0,1.0,checking
1153,01154,2025-02-01 00:00:00+00:00,0.0,298.0953143286087,1.0,1.0,0.0,1.0,no
1154,01155,2025-01-01 00:00:00+00:00,0.0,300.0,0.0,0.8333333333333334,3778.0,-999.0,yes
